全面加强对省区市巡视工作指导督导，督促落实中央部委、中央国家机关部门党组（党委）开展巡视工作指导意见。	加强对省、自治区、直辖市检查工作的指导和监督，对中央、各委员会检查工作指导意见的执行情况进行监督委员会和中央政府部门。	1
完善巡视巡察整改情况报告制度，综合用好巡视巡察成果。	完善巡检整改报告制度，充分利用检查结果.	1
第七，构建一体推进不敢腐、不能腐、不想腐体制机制，	第七，建立健全体制机制，加强制度建设，既不敢腐败，也不愿腐败。	1
进一步巩固和发展反腐败斗争压倒性胜利。一体推进不敢腐、不能腐、不想腐，	进一步巩固和发展反腐败斗争的压倒性胜利。不能腐烂，不想腐烂。	1
不仅是反腐败斗争的基本方针，也是新时代全面从严治党的重要方略。	反腐倡廉既是反腐倡廉的基本原则，也是新时期党的执政方略。	1
对党的十八大以来不收敛不收手，严重阻碍党的理论和路线方针政策贯彻执行、严重损害党的执政根基的腐败问题从严查处，	党的十八大以来，党的理论路线和方针政策的贯彻落实受到严重阻碍，党的执政基础受到严重破坏，腐败现象亟待查处。准确地说	1
对主动投案者依规依纪依法从宽处理，对巨额行贿、多次行贿的严肃处置。	主动按照规定引渡，依法纪律严明，宽大处理大量贿赂案件，认真处理屡次贿赂案件。	1
深化金融领域反腐败工作，加大国有企业反腐力度，	深化金融领域反腐败工作加大国有企业反腐败力度	1
坚决查处资源、土地、规划、建设、工程等领域的腐败，	坚决查处资源、土地、规划、建设、工程等领域的腐败行为	1
持续开展追逃追赃天网行动。推进重点领域监督机制改革和制度建设，	继续追查被盗货物。加强重点领域监督机制改革和体制建设	1
加强思想道德和党纪国法教育。	加强思想道德教育，加强党的纪律和国家法律教育。	1
第八，建设高素质专业化干部队伍，做忠诚干净担当、敢于善于斗争的战士。	八是建设一支高素质的专业干部队伍，做到忠诚廉洁，勇于拼搏。	1
加强中央纪委常委会政治建设，坚持民主集中制，	加强中央纪律委员会常委会政治建设坚持民主集中制	1
在坚决维护党中央权威和集中统一领导、坚决执行党和国家各项制度、坚决贯彻党中央重大决策部署上带好头。	我们要带头坚决维护党的中央权威，集中统一领导，坚决执行党和国家的各项制度，坚决执行党中央的重大决策。	1
适应新时代新任务新要求，加强学习培训和实战练兵，	适应新时代、新任务、新要求，加强实战学习训练	1
推进纪检监察干部队伍能力建设，坚定斗争意志，	加强纪检监察干部能力建设增强战斗力	1
掌握斗争规律。完善自身权力运行机制和管理监督制约体系，	掌握斗争的规律。完善自己的权力运行机制和监督制约机制	1
确保执纪执法权受监督、有约束，持续防治灯下黑，	确保执法机构受到监督和限制，并在灯光下保持黑暗；	1
把队伍建强，让干部过硬。	建设一支强大的队伍和一支优秀的干部队伍。	1
全会号召，要更加紧密地团结在以习近平同志为核心的党中央周围，	全体会议要求加强以习近平同志为核心的党中央的团结，	1
不忘初心、牢记使命，团结一心、开拓进取，	不要忘记开始，记住使命，团结，开拓精神，	1
奋力书写全面从严治党、党风廉政建设和反腐败斗争新篇章，	努力谱写党的严格执政、廉政建设、反腐倡廉的新篇章	1
为坚持和完善中国特色社会主义制度、推进国家治理体系和治理能力现代化，	为了维护和完善中国特色社会主义制度，促进国家管理体制现代化	1
实现两个一百年奋斗目标、实现中华民族伟大复兴的中国梦作出新的更大贡献！	实现百年奋斗目标，为实现中华民族伟大复兴的梦想，为中国作出更大的新贡献！	1
习近平：决胜全面建成小康社会 夺取新时代中国特色社会主义伟大胜利――在中国共产党第十九次全国代表大会上的报告	习近平：全面建设小康社会是中国特色社会主义在新时期的伟大胜利	1
2017/10/28	2017/10/28	1
广东金融网	广东金融网	1
10月18日，习近平在中国共产党第十九次全国代表大会上作报告。	10月18日，习近平在中国共产党第十九次全国代表大会上讲话。	1
决胜全面建成小康社会	全面建设小康社会	1
夺取新时代中国特色社会主义伟大胜利	新时期中国特色社会主义的伟大胜利	1
在中国共产党第十九次全国代表大会上的报告	中国共产党第十九次全国代表大会报告	1
（2017年10月18日）	（2017年10月18日）	1
习近平	石金平	1
同志们：	伙计们	1
现在，我代表第十八届中央委员会向大会作报告。	现在，我代表十八届中央委员会向大会报告。	1
中国共产党第十九次全国代表大会，是在全面建成小康社会决胜阶段、中国特色社会主义进入新时代的关键时期召开的一次十分重要的大会。	党的第十九次全国代表大会是在全面建设小康社会和进入中国特色社会主义新时期的关键时期召开的一次十分重要的会议。	1
大会的主题是：不忘初心，牢记使命，高举中国特色社会主义伟大旗帜，	会议的主题是：一开始不要忘记，牢记使命，高举中国特色社会主义的旗帜；	1
决胜全面建成小康社会，夺取新时代中国特色社会主义伟大胜利，	我们决心全面建设小康社会，在新时期取得中国特色社会主义的伟大胜利	1
为实现中华民族伟大复兴的中国梦不懈奋斗。	为实现中华民族伟大复兴的梦想而不懈奋斗。	1
不忘初心，方得始终。中国共产党人的初心和使命，	别忘了心的开始，它应该永远是。中国共产党人的心与使命	1
就是为中国人民谋幸福，为中华民族谋复兴。	是中国人民对幸福的追求，是中华民族的伟大复兴。	1
这个初心和使命是激励中国共产党人不断前进的根本动力。	这是中国共产党继续前进的根本动力。	1
全党同志一定要永远与人民同呼吸、共命运、心连心，	全党同志必须同人民、同命运、同心地呼吸。	1
永远把人民对美好生活的向往作为奋斗目标，	总是让人向往美好生活的奋斗目标，	1
以永不懈怠的精神状态和一往无前的奋斗姿态，	无情的心态	1
继续朝着实现中华民族伟大复兴的宏伟目标奋勇前进。	勇往直前，实现中华民族伟大复兴的目标。	1
当前，国内外形势正在发生深刻复杂变化，我国发展仍处于重要战略机遇期，	当前，国内外形势正在发生深刻而复杂的变化，中国的发展仍处于重要的战略机遇期	1
前景十分光明，挑战也十分严峻。全党同志一定要登高望远、居安思危，	前景光明，挑战严峻。我们党的所有同志都应该向前看，反省自己的错误。	1
勇于变革、勇于创新，永不僵化、永不停滞，	敢于改变，敢于创新，不僵化，不停滞；	1
团结带领全国各族人民决胜全面建成小康社会，	团结和领导全国各族人民全面建设小康社会	1
奋力夺取新时代中国特色社会主义伟大胜利。	为新时期中国特色社会主义的伟大胜利而奋斗。	1
过去五年的工作和历史性变革	过去五年的就业与历史变迁	1
十八大以来的五年，是党和国家发展进程中极不平凡的五年。	党的十八大以来的五年，是一个非常特殊的国家发展过程。	1
面对世界经济复苏乏力、局部冲突和动荡频发、全球性问题加剧的外部环境，	面对全球经济复苏乏力、国内冲突和动乱频繁以及全球问题日益严重的外部环境，	1
面对我国经济发展进入新常态等一系列深刻变化，	面对中国经济发展的一系列深刻变化，如进入新的自然状态	1
我们坚持稳中求进工作总基调，迎难而上，开拓进取，	我们坚持在工作中持之以恒，在工作中持之以恒，在困难面前勇往直前，开拓进取	1
取得了改革开放和社会主义现代化建设的历史性成就。	改革开放和社会主义现代化建设取得了历史性成就。	1
为贯彻十八大精神，党中央召开七次全会，分别就政府机构改革和职能转变、全面深化改革、全面推进依法治国、制定十三五规划、全面从严治党等重大问题作出决定和部署。	为了贯彻党的十八大精神，中共中央先后召开了七次全体会议，就政府机构改革和职能转变、深化全面改革，全面推进依法治国，制定“十三五”规划，全面严格党的管理等重大决策和安排问题。	1
五年来，我们统筹推进五位一体总体布局、协调推进四个全面战略布局，	五年来，我们全面推进了五位一体，四个统筹的战略部署.	1
十二五规划胜利完成，十三五规划顺利实施，	十二五规划顺利完成，十三五规划顺利实施。	1
党和国家事业全面开创新局面。	党和国家进入了一个全新的阶段。	1
经济建设取得重大成就。坚定不移贯彻新发展理念，	经济建设取得了巨大成就。坚定不移地贯彻新的发展观	1
坚决端正发展观念、转变发展方式，发展质量和效益不断提升。	坚持正确发展观，转变发展方式，提高发展质量和效益。	1
经济保持中高速增长，在世界主要国家中名列前茅，	保持世界主要国家经济快速增长	1
国内生产总值从五十四万亿元增长到八十万亿元，	国内生产总值从54万亿元增加到80万亿元，	1
稳居世界第二，对世界经济增长贡献率超过百分之三十。	居世界第二位，对世界经济增长贡献率超过30%。	1
供给侧结构性改革深入推进，经济结构不断优化，	推进供方结构改革，不断优化经济结构。	1
数字经济等新兴产业蓬勃发展，高铁、公路、桥梁、港口、机场等基础设施建设快速推进。	数字经济等新兴产业蓬勃发展，高速铁路、公路、桥梁、港口、机场等基础设施建设迅速发展。	1
农业现代化稳步推进，粮食生产能力达到一万二千亿斤。	农业现代化稳步推进，粮食生产能力达到1.2万亿斤。	1
城镇化率年均提高一点二个百分点，八千多万农业转移人口成为城镇居民。	城镇化率每年增长1.2%，城镇农业人口超过8000万。	1
区域发展协调性增强，一带一路建设、京津冀协同发展、长江经济带发展成效显著。	协调区域发展，推进沿途建设，京津冀协调发展，长江经济区取得显著成效。	1
创新驱动发展战略大力实施，创新型国家建设成果丰硕，	大力实施创新带动发展战略，建设创新型国家取得丰硕成果；	1
天宫、蛟龙、天眼、悟空、墨子、大飞机等重大科技成果相继问世。	天坛、天龙、天目、武功、墨子、大飞机等重要科技成果相继发表。	1
南海岛礁建设积极推进。开放型经济新体制逐步健全，	积极建设南海珊瑚礁。开放经济新体制逐步完善。	1
对外贸易、对外投资、外汇储备稳居世界前列。	对外贸易、外商投资、外汇储备均居世界首位。	1
全面深化改革取得重大突破。蹄疾步稳推进全面深化改革，	深化综合改革取得重大进展。稳步推进深化综合改革，	1
坚决破除各方面体制机制弊端。改革全面发力、多点突破、纵深推进，	坚决消除体制机制的一切缺陷。全面改革，多重突破，深层次	1
着力增强改革系统性、整体性、协同性，压茬拓展改革广度和深度，	努力推进系统、综合、协调的改革，扩大改革的广度和深度。	1
推出一千五百多项改革举措，重要领域和关键环节改革取得突破性进展，	启动了1500多项改革举措，在重点领域和关键环节取得突破性进展。	1
主要领域改革主体框架基本确立。中国特色社会主义制度更加完善，	初步建立了重点领域改革的总体框架。中国特色社会主义制度更加完善	1
国家治理体系和治理能力现代化水平明显提高，	国家政权现代化和执政能力明显提高。	1
全社会发展活力和创新活力明显增强。	社会发展和创新的活力明显增强。	1
民主法治建设迈出重大步伐。积极发展社会主义民主政治，	民主法治建设取得重大进展。积极发展社会主义民主政治	1
推进全面依法治国，党的领导、人民当家作主、依法治国有机统一的制度建设全面加强，	加强党的领导和人民依法治国的统一体系建设	1
党的领导体制机制不断完善，社会主义民主不断发展，	党的领导体制和机制不断完善，社会主义民主政治不断发展	1
党内民主更加广泛，社会主义协商民主全面展开，	党内民主更加广泛，协商民主和社会主义建设方兴未艾。	1
爱国统一战线巩固发展，民族宗教工作创新推进。	民族统一战线促进民族宗教工作的发展和创新。	1
科学立法、严格执法、公正司法、全民守法深入推进，	加强科学立法，严格执法，平等执法，依法治国	1
法治国家、法治政府、法治社会建设相互促进，	法治国家建设、法治政府建设和法治社会建设是相辅相成的。	1
中国特色社会主义法治体系日益完善，全社会法治观念明显增强。	中国特色社会主义法制建设日益完善，全社会的法治观念明显增强。	1
国家监察体制改革试点取得实效，行政体制改革、司法体制改革、权力运行制约和监督体系建设有效实施。	国家监督体制改革试点取得了具体成效，包括行政体制改革、司法体制改革、行政权力制约、监督机制建设等。	1
思想文化建设取得重大进展。加强党对意识形态工作的领导，	思想文化建设取得重大进展。加强党对思想政治工作的领导	1
党的理论创新全面推进，马克思主义在意识形态领域的指导地位更加鲜明，	党的理论创新全面推进，马克思主义在思想领域的指导地位更加明确，	1
中国特色社会主义和中国梦深入人心，社会主义核心价值观和中华优秀传统文化广泛弘扬，	中国特色社会主义和中国梦深入人心，社会主义核心价值观和中国优秀传统文化博大精深。	1
群众性精神文明创建活动扎实开展。公共文化服务水平不断提高，	开展集体精神文明建设活动。公共文化服务水平不断提高	1
文艺创作持续繁荣，文化事业和文化产业蓬勃发展，	文学创作继续繁荣，文化事业和文化产业蓬勃发展。	1
互联网建设管理运用不断完善，全民健身和竞技体育全面发展。	网络的建设和管理不断完善，全民健身运动全面发展。	1
主旋律更加响亮，正能量更加强劲，文化自信得到彰显，	主旋律更响亮，积极性更强，文化自信明显；	1
国家文化软实力和中华文化影响力大幅提升，	民族文化的软实力和中华文化的影响力有了很大的提高。	1
全党全社会思想上的团结统一更加巩固。	党和社会的思想团结更加统一。	1
人民生活不断改善。深入贯彻以人民为中心的发展思想，	人们的生活在不断改善。贯彻以人为本的发展观	1
一大批惠民举措落地实施，人民获得感显著增强。	大量的举措使人们的自卑感明显增强。	1
脱贫攻坚战取得决定性进展，六千多万贫困人口稳定脱贫，	在消除贫困方面取得了决定性进展，6 000多万人生活在持续贫困之中，	1
贫困发生率从百分之十点二下降到百分之四以下。	贫困率从10.2%下降到4%以下。	1
教育事业全面发展，中西部和农村教育明显加强。	中西部地区和农村地区的教育明显加强。	1
就业状况持续改善，城镇新增就业年均一千三百万人以上。	就业形势不断改善，平均每年城镇就业人数超过1300万人。	1
城乡居民收入增速超过经济增速，中等收入群体持续扩大。	城乡居民收入增长超过经济增长，而中等收入群体继续扩大。	1
覆盖城乡居民的社会保障体系基本建立，人民健康和医疗卫生水平大幅提高，	基本建立了覆盖城乡居民的社会保障制度，人民健康水平和医疗卫生水平有了很大提高。	1
保障性住房建设稳步推进。社会治理体系更加完善，	补贴住房建设稳步推进。社会管理体制更加完善	1
社会大局保持稳定，国家安全全面加强。	社会总体形势保持稳定，国家安全全面加强。	1
生态文明建设成效显著。大力度推进生态文明建设，	生态文明建设取得了显著成效。大力推进生态文明建设	1
全党全国贯彻绿色发展理念的自觉性和主动性显著增强，	全国贯彻落实绿色发展观的意识和主动性明显增强。	1
忽视生态环境保护的状况明显改变。生态文明制度体系加快形成，	忽视生态环境保护已发生了显著变化。生态文明体系正在加速形成。	1
主体功能区制度逐步健全，国家公园体制试点积极推进。	重点功能区体系逐步完善，国家级实验园区体系积极推进。	1
全面节约资源有效推进，能源资源消耗强度大幅下降。	综合有效地节约了资源，大大降低了能源消耗强度。	1
重大生态保护和修复工程进展顺利，森林覆盖率持续提高。	重点环境保护和恢复工程进展顺利，森林覆盖率不断提高。	1
生态环境治理明显加强，环境状况得到改善。	明显加强生态环境管理，改善生态环境条件。	1
引导应对气候变化国际合作，成为全球生态文明建设的重要参与者、贡献者、引领者。	引导国际合作应对气候变化，成为全球生态文明建设的重要参与者、贡献者和先导。	1
强军兴军开创新局面。着眼于实现中国梦强军梦，	加强军队建设，开创新局面。专注于实现中国梦	1
制定新形势下军事战略方针，全力推进国防和军队现代化。	制定新形势下的军事战略方针，努力实现国防和军队的现代化。	1
召开古田全军政治工作会议，恢复和发扬我党我军光荣传统和优良作风，	在古田召开全军政治工作会议，恢复和发扬党和军队的光荣传统和优良作风。	1
人民军队政治生态得到有效治理。国防和军队改革取得历史性突破，	人民军队的政治环境是可以有效管理的。国防和军队改革取得历史性进展	1
形成军委管总、战区主战、军种主建新格局，	形成军委、战区、总指挥部的新格局	1
人民军队组织架构和力量体系实现革命性重塑。	人民革命军的组织结构和权力体系已经形成。	1
